id вуза,Образовательное учреждение,Регион вуза,Всего студентов,Качественных студентов
105124,Институт Нефти и Газа,Красноярский край,1,1
105130,УлГАУ КАиБ,Ульяновская область,1,0
105132,Ульяновский ГАУ,Ульяновская область,1,0
105135,ЧГУ,Чувашская Республика,1,1
105144,Улгау,Ульяновская область,1,0
105149,НГТУ им. Р. Е. Алексеева,Нижегородская область,1,1
105150,ФСПО ГУАП,г. Санкт-Петербург,1,0
105151,ИжГСХА,Удмуртская Республика,1,0
105154,СтГАУ,Ставропольский край,1,0
105156,Улгау,Ульяновская область,1,1
105157,Стгау,Ставропольский край,1,0
105159,КубГАУ,Краснодарский край,1,1
105167,Колледж агротехнологий и бизнеса,Ульяновская область,1,0
105186,УлГау,Ульяновская область,1,0
105187,"Колледж ""Дубна""",Московская область,1,0
105199,Ижгсха,Удмуртская Республика,1,0
105205,Белгау,Белгородская область,1,1
105208,РГУ имени А.Н. Косыгина,г. Москва,1,1
105212,Чебоксарский медицинский колледж,Чувашская Республика,1,0
105213,Институт нефти и газа сфу,Красноярский край,1,1
105216,КаиБ,Ульяновская область,1,0
105218,ВИЭПП,Волгоградская область,1,0
105222,СФУ ИНиГ,Красноярский край,1,1
105229,УлГАУ,Ульяновская область,1,0
105237,Автомеханический колледж,Ярославская область,1,0
105251,Московский авиационный институт,г. Москва,1,0
105261,СПО ГУАП,г. Санкт-Петербург,1,1
105267,ИжГСХА,Удмуртская Республика,1,0
105268,МТКП,г. Москва,1,1
105271,РГРТУ,Рязанская область,1,1
105273,ФГБОУ ВО ИжГСХА,Удмуртская Республика,1,1
105286,ФГБОУ ВО «РГУ им. А.Н. Косыгина»,г. Москва,1,1
105296,РГРТУ,Рязанская область,1,1
105297,ННГУ им Н.И.Лобачевского,Нижегородская область,1,0
105299,Университет имени Лобачевского,Нижегородская область,1,1
105303,ННГУ им лобачевского,Ульяновская область,1,1
105305,ПензГТУ,Пензенская область,1,1
105307,Казанский (Приволжский) федеральный университет,Республика Татарстан,1,1
105309,ТГУ имени,Тамбовская область,1,1
105310,Ннгу,Нижегородская область,1,1
105313,ННГУ имени Лобачевского,Нижегородская область,1,1
105315,ННГУ,Нижегородская область,1,0
105318,ННГУ имени Лобачевского,Нижегородская область,1,0
105319,ИжГСА,Удмуртская Республика,1,0
105323,ННГУ им. Лобачевского,Нижегородская область,1,1
105326,Нижегородский медицинский колледж,Нижегородская область,1,0
105331,ставропольский кооперативный техникум,Ставропольский край,1,0
105335,БелГУ,Белгородская область,1,0
105338,Белгу,Белгородская область,1,1
105340,ФГБОУ ВО «РГУ им. А.Н. Косыгина»,г. Москва,1,0
105342,Кубгау,Краснодарский край,1,1
105345,ННГУ им. Лобачевского,Нижегородская область,1,1
105346,ПетрГЦ,Республика Карелия,1,0
105355,УлГау,Ульяновская область,1,0
105356,ЯРГУ имени Демидова,Ярославская область,1,0
105385,Гпту 11,Забайкальский край,1,0
105397,Красноярский колледж радиоэлектроники и информационных технологий,Красноярский край,1,0
105402,Дальрыбвтуз колледж,Приморский край,1,0
